framenr,kanji,keyword,public,last_edited,story
637,麻,"hemp",0,2013-11-12 12:15:30,"Drug lords are growing their *groves* of hemp in *caves* now so that they cannot be spotted by satellites."
638,磨,"grind",0,2013-11-12 12:16:59,"""#Grind#, grind, grind the *hemp*,  slowly with the *stone*"""
639,心,"heart",0,2013-11-12 12:17:43,"Heart needs three drops of blood to work."
640,忘,"forget",0,2014-09-28 08:22:20,"I didn't do well as a doctor. One of my patients *perished* because I #forgot# to put her *heart* back at the end of the surgery.

you *perish* if your *heart* #forget# to beat"
641,恣,"selfish",0,2014-07-24 03:01:55,"I'm born with two hearts? How lucky! Well I could donate one and save the life of someone else, but I'm one #selfish# bastard.... If my first one fails, I'll just move on to my *next heart*!"
642,忍,"endure",0,2013-11-12 12:23:34,"A ninja must be able to endure the pain of clinging to a ceiling, motionless, for hours at a time, waiting for just the right moment to drop down and thrust the *blade* of his sword into the *hearts* of his enemies.

By the way, this character is used in the compound 忍者 (*ninja*) which is why I choose to use *ninja* as its primitive meaning."
643,認,"acknowledge",0,2013-11-12 12:29:26,"You would think that most *ninjas* (see previous frame) would acknowledge each other's presence with something like a silent nod. Imagine the consequences if, while raiding an enemy castle, one stupid *ninja* chose to acknowledge another by *saying*, ""HELLO!!"""
644,忌,"mourning",0,2013-11-12 12:30:59,"Remember the tale of Cleopatra? She was MOURNING the loss of her Marc Antony, so she placed the asp SNAKE to her HEART."
645,志,"intention",0,2013-11-12 12:33:29,"A samurai's intention is to rip out the heart from the enemy"
646,誌,"document",0,2013-11-12 17:17:14,"This is quite simple: a document is a set of *words* describing your *intentions*."
647,芯,"wick",0,2014-10-03 08:27:41,"A wick is like a *flower* stem running through the *heart* of a candle."
648,忠,"loyalty",0,2013-11-12 17:18:17,"Dragon Ball reference. Dr. Gero (Android 20) implanted a bomb *inside* the *heart* of the Androids to assure their loyalty"
649,串,"shish kebab",0,2013-11-12 17:18:58,"This is a pictograph if ever I saw one. Two chunks of meat on a skewer."
650,患,"afflicted",0,2013-11-12 17:19:39,"If you eat too many *shish kebabs*, your *heart* will be afflicted with cholesterol"
651,思,"think",0,2013-11-12 17:21:07,"Think with your *brain* NOT your *heart*."
652,恩,"grace",0,2013-11-12 17:22:30,"Grace is when you give from your *heart* to serve a higher *cause*."
653,応,"apply",0,2013-11-12 17:25:51,"Said the doctor: Usual rules apply. If you apply too much force the *heart* will *cave* in."
654,意,"idea",0,2013-11-12 17:27:23,"When you get a good IDEA you get excited and you can hear the SOUND of your HEART, it's pounding so hard."
655,臆,"cowardice",0,2014-10-03 08:24:53,"Cowardice is when you are not willing to sacrifice your *flesh* for your *ideas*"
656,想,"concept",0,2013-11-12 17:29:17,"The mathematical concept was so difficult to grasp, the student grabbed his *wooden* pencil and stabbed himself in the *eye* and through the *heart*."
657,息,"breath",0,2013-11-12 17:29:34,"Your breath brings oxygen in through your *nose* which is then pumped around your body by your *heart*."
658,憩,"recess",0,2024-01-25 15:53:04,"Recess to me is a school break. At recess some kiddies are comparing their latest body piercings. *Tongues* and *noses* are nothing special. The new cool is to have your *heart* done!"
659,恵,"favor",0,2013-11-13 07:47:28,"Too easy. Imagine the Wizard of OZ. There, the three heroes asked the Wizard for three FAVORS: the lion wanted courage of TEN men, the scarecrow wanted a BRAIN, and the tin man wanted a HEART. Ok, the lion bit is stretching but you have it memorized now, so who cares?"
660,恐,"fear",0,2013-11-13 07:51:03,"If your heart surgeon is mediocre in his craft, you have plenty of reason to fear. (""Oops, I think I left my scissors in there"")"
661,惑,"beguile",0,2013-11-13 15:05:45,"She was #beguiled#/#mislead# by his charm: at the party he kissed her on the *mouth*, they did it on the *floor *and thus he stole her* heart*. Poor girl!"
662,感,"emotion",0,2013-11-13 08:00:49,"Strong EMOTIONS don't stay hidden.  They march right out of one's *heart* (below) and out *one*'s *mouth* (shouted, snarled, or gently whispered - depending on exactly what kind of emotion it is!)."
663,憂,"melancholy",0,2013-11-13 08:02:22,"This is an image of the crucifixion.  Jesus is on the cross. His *crown* of thorns has slipped down and is around his neck, right between his *head* and his *heart*. His *walking legs* can be seen dangling from the cross as well. How MELANCHOLY!"
664,寡,"widow",0,2013-11-14 10:37:17,"This widow is a quire special one: in her house, she keeps the head of her husband and beneath it; the dagger she killed him with."
665,忙,"busy",0,2013-11-13 09:53:43,"Poor Japanese people are so busy. They work like 80 hour weeks! Slowly, you see them turn into automatons...their bodies still alive, but their *state of mind* like they've long ago *perished*... (Mental image: most stressed out salaryman you know.)"
666,悦,"ecstasy",0,2013-11-13 09:54:38,"ECSTASY alters our STATE OF MIND and makes us DEVILS."
667,恒,"constancy",0,2013-11-14 10:40:11,"Constancy is holding the same *state of mind* over a long *span* of time.(visual image: if you are constant you will be good in parkour(jump over hedge))"
668,悼,"lament",0,2013-11-13 10:03:37,"#Lament# is the *state of mind* most *eminent* people live in, because so many expectations lay on their shoulders."
669,悟,"enlightenment",0,2013-11-13 10:06:59,"Enlightenment, according to Buddhism, is the *state of mind* when you reject your ego (the *I*) and become one with the universe."
670,怖,"dreadful",0,2013-12-04 02:39:05,"From the Hitchhikers Guide to the Galaxy:

Dreadful: (n) The *state of mind* of a frood who doesn't have a *towel* at his right side."
671,慌,"disconcerted",0,2013-11-13 10:11:49,"I was in a #disconcerted# state of mind when I *laid waste* and couldn't flush it.. (tweak of Penots)"
672,悔,"repent",0,2024-03-06 14:51:40,"#Repent# - The *state of mind* you go through *every* time you screw up."
673,憎,"hate",0,2016-01-25 17:09:13,"This kanji is very graphic and suggestive. All you need is just to visualize.  STORY: Hate is the *state of mind* when you feel how *horns* of rage are growing right from your *brains* and your *tongue wagging in the mouth* sends curses to the person you hate."
674,慣,"accustomed",0,2013-11-13 10:22:49,"Grazie al loro STATO D'ANIMO, i fachiri si sono ABITUATI al dolore provocato dall'essere TRAFITTI"
675,愉,"pleasure",0,2013-11-13 10:24:22,"At the *meeting of butchers*, in their narrow *state of mind*, they throw lame jokes around like, 'Oh hello, it's a pleasure to *meat* you', and find this rather pleasing."
676,惰,"lazy",0,2013-11-13 10:26:15,"When in a lazy state of mind, the things you need to do are left for next month."
677,慎,"humility",0,2023-12-27 16:15:22,"Humility is the state of mind you are after admitting the truth about your true ability to speak Japanese."
678,憾,"remorse",0,2013-11-13 10:40:51,"REMORSE is an EMOTION that often comes back to affect our STATE OF MIND"
679,憶,"recollection",0,2013-11-13 10:42:07,"Recollection is about bringing ideas back to your mind."
680,惧,"disquieting",0,2014-07-24 03:03:08,"When sitting through laser eye surgery, the surgeon *stretches* open your *eye* with a tight-fitting *tool*.  The thought of a laser cutting through the lens of your eye within moments, and possibly blinding you in the case of a mishap, makes for a very disquieting *state of mind*."
681,憧,"yearn",0,2014-10-06 05:09:35,"A paedophile's *state of mind* is to yearn for *juveniles*."
682,憬,"hanker",0,2014-07-24 03:06:45,"Think of a commercial designed at making you #hanker# for the product they're advertising. See how they cleverly use that *scenery* to put you in the *state of mind* they desire."
683,慕,"pining",0,2013-11-13 10:44:57,"Morticia and Gomez (of the “Addams Family”) are spending their *Valentine's* Day at the *graveyard*, pining for each other's affection."
684,添,"annexed",0,2013-11-13 10:48:17,"Hawaii is a little drop of *heaven* nestled in the *waters* of the Pacific, most often visited by honeymooners and valentines. It was annexed to the U.S.A. in 1959, and more recently to Japan as well-- albeit only unofficially, and through private commercial holdings"
685,必,"invariably",0,2013-11-13 10:51:04,"For this kanji I invariably got the stroke order wrong. I nearly lost *heart*, but decided to *stick* (pun) to it. Then I noticed the order is 1) katakana ソ (altered slightly); 2) fishhook; 3) two drops. Now I invariably get it right."
686,泌,"ooze",0,2013-11-13 10:52:16,"Anything full of *water* will *invariably* begin to ooze."
687,手,"hand",0,2013-11-13 10:53:17,"a hand is useful for 千一(1001) things"
688,看,"watch over",0,2013-11-13 16:45:11,"It's a hot day of summer with a clear sky, you're sitting outside a cafe (or maybe on a reclining chair in the garden), and you watch over the kids with a hand covering your eyes from the sunlight (next time, don't forget the sunglasses)."
689,摩,"chafe",0,2013-11-13 16:47:20,"Imagine sliding down a *hemp* rope, without gloves, just bare *hands*. Chafes, doesn't it?"
690,我,"ego",0,2013-11-14 08:57:08,"Someone in a fiesta is using his hand to grab and get hold of as much snacks as possible. You can’t help thinking “how ego-istic! Is this a hand-fiesta?”"
691,義,"righteousness",0,2013-11-14 04:41:28,"Follow the path of RIGHTEOUSNESS  like *sheep* follow the shepherd , let go of  your *ego*."
692,議,"deliberation",0,2013-11-14 04:42:57,"careful deliberation produces *words* of *righteousness*"
693,犠,"sacrifice",0,2013-11-14 04:47:18,"*Cows* are truly *righteous* animals. They SACRIFICE their milk so that we can have some. And if they don't have any left, they give a *sheep* a *hand fiesta*  (good lord this is going too far) and give us that instead. What *righteous* *cows*."
694,抹,"rub",0,2013-11-14 04:49:48,"When you're cold, your RUB your FINGERS over your EXTREMITIES vigorously to warm up a bit. I'd still rather go in for a warm fire and some hot cocoa, though."
695,拭,"wipe",0,2014-10-06 05:11:00,"Why carry a handkerchief? I #wipe# my nose *finger-style*."
696,拉,"yank",0,2014-07-24 03:07:56,"He quickly yanked his *finger*s out of the *vase*. Maybe no one noticed the attempt to steal the cookies..."
697,抱,"embrace",0,2013-11-14 04:51:40,"Here, I'm picturing that scene from ET (the extra terrestrial), where ET hugs Elliot before leaving. You see that EMBRACE is ET's long FINGERS that WRAP around Elliot."
698,搭,"board",0,2013-11-14 04:55:58,"Ok, this is a little wierd, but i took this back to the kanji for {254}.  I think it helps simplify the image, and also helps anchor the pagoda kanji in memory better as an added bonus.  say this aloud once, and i think it will bring out a vivid image very quickly:  ""Now boarding the *pagoda* ride.  Please keep your *fingers* inside at all times..."""
699,抄,"extract",0,2013-11-14 05:10:08,"Imagine you have by accident gotten your fingers down in the running food-processor. When you extract them, you see that only a few of your fingers are left … Your damn food-processor extracted a few of your fingers! (relate this to extracting something from a bigger whole)."
700,抗,"confront",0,2013-11-14 05:01:48,"If you are #confronted# by a *whirlwind*, you might want to use those *fingers* of yours to keep your *top hat* on."
701,批,"criticism",0,2013-11-14 05:12:37,"You’re in charge of a process line in a spoon factory, and are supposed to check and compare that all spoons that goes through your part of the conveyor belt is the same. But your manager comes, points at two spoons, picks them up and compare them, and then point his finger at you and criticise you. Imagine you eventually become obsessed by avoiding the manager’s criticism finger and compares the spoons as well as you can."
702,招,"beckon",0,2013-11-14 05:14:02,"The geisha beckons you with her index finger, and while you are on your way to see her, she runs her fingers slowly over her body to seduce you."
703,拓,"clear the land",0,2013-11-14 05:17:45,"Imagine a gigantic index finger comes down from the sky to clear the land: it easily knocks away rocks and other elements. Maybe it's the finger of God preparing a place for his little people to live."
704,拍,"clap",0,2013-11-14 05:20:44,"I clapped so hard, my *fingers* became *white*"
705,打,"strike",0,2013-11-14 05:21:29,"Imagine you try to strike the nail you hold in your fingers with a hammer: unfortunately you strike one of your fingers instead – waaaaaa!"
706,拘,"arrest",0,2013-11-14 05:23:25,"A police recruit coming from Japan is doing an arrest, and pulls out an English phrasebook. While the arrestee is waiting impatiently, he points his finger to the book and slowly finds the right phrases: “You are under arrest … You have the right to …"
707,捨,"discard",0,2013-11-14 05:25:45,"Someone stuck their *fingers* in my *cottage* cheese!  I'm going to have to *discard* the lot!"
708,拐,"kidnap",0,2013-11-14 05:27:51,"Wrap your FINGERS around someone's MOUTH to keep them quiet, then put the KNIFE to their throat to ensure their cooperation.  This is the best way to KIDNAP someone."
709,摘,"pinch",0,2013-11-14 05:29:56,">_< Don't you hate when an old lady (who is an #antique#) #PINCH#ES your cheeks with her #antique# #fingers#?"
710,挑,"challenge",0,2013-11-14 05:32:19,"The rabbit pointed his FINGER at the TURTLE and said, ""I CHALLENGE you for a race!"" The rest is history..."
711,指,"finger",0,2013-11-14 05:31:37,"This kanji shows that human fingers are indeed delicious for our friend, the ogre."
712,持,"hold",0,2013-11-14 05:34:40,"This temple claims to hold one of Buddha’s fingers, and there’s even a speaker in the front saying “Be-hold – Buddha’s finger rests here."
713,拶,"imminent",0,2014-10-06 05:11:52,"The old lady said that there was a *flood* imminent, because her *fingers* hurt in the *evening*."
714,括,"fasten",0,2013-11-14 05:39:50,"Have you ever been singing and making fun in front of kids? Here, you’re showing the kids how fun it is to try to speak when holding a finger on your tongue (try yourself). However, it’s not so fun anymore as you find that your finger has Attak fastened to the tongue – making the fun event ending up in the emergency room."
715,揮,"brandish",0,2013-11-14 05:41:01,"A roman gladiator, known for knocking out his opponents with only his index finger, is here, after yet another fight, brandishing his index finger (showing the finger) to the spectators from his chariot, taking rounds around the coliseum."
716,推,"conjecture",0,2013-11-14 05:58:08,"In mathematics, a conjecture is a mathematical statement which has been proposed as a true statement, but which no one has yet been able to prove or disprove.

Have you heard of the *Finger-Turkey* conjecture ? It states that if *turkeys* had *fingers*, they would be able to count. Be sure to imagine a turkey with fingers at the tip of its wings, counting from one to ten."
717,揚,"hoist",0,2013-11-14 06:03:31,"This poor little kid has put his finger into the opening of his piggy bank, and can’t get it out. His creative friends binds a rope to the piggy bank, throws it over a branch and starts to hoist the piggy bank up, hoping to get his finger out of it."
718,提,"propose",0,2013-11-14 06:06:00,"This ogre visits home, and is proposed human fingers made just so (his mama is the old woman in the just so-kanji)."
719,損,"damage",0,2013-11-14 06:08:24,"An employee shows the finger to a customer, and thus damages the company’s reputation."
720,拾,"pick up",0,2013-11-14 06:10:02,"I tried to PICK UP the bowling ball...but my FINGERS didn't FIT in the holes"
721,担,"shouldering",0,2013-11-14 06:14:28,"An ogre is shouldering away a sack of fingers at nightbreak…"
722,拠,"foothold",0,2013-11-14 06:18:51,"If you lose your foothold you will have to hold on for dear  life with your *fingers* as your *legs* are left dangling in the *wind*."
723,描,"sketch",0,2013-11-14 06:20:18,"An ogre presents in a business meeting a sketch of human finger seeds, an invention that will decrease the human casualties."
724,操,"maneuver",0,2013-11-14 14:19:03,"A foreman points at goods at a wood pallet, which you then maneuver into the place he points with your lift truck."
725,接,"touch",0,2013-11-14 14:21:34,"CHIKAN!! These are the perverts who use their *fingers* to touch *standing women* on crowded trains."
726,掲,"put up a notice",0,2013-11-14 14:24:05,"An ogre passes by a notice put up by the local government: “no eating of human fingers during the siesta.” Another one of those stupid government regulations discriminating ogres."
727,掛,"hang",0,2013-11-14 14:28:01,"This kanji depicts 3 different ways to hang something: using your *fingers*, using hanging *ivy*/rope, or with the flick of a *magic wand*."
728,捗,"make headway",0,2023-11-28 05:45:00,"You can't just point with a *finger* and make headway, you have to actually walk* there

STROKES: Note that some sources show an alternate form, with 10 strokes instead of 11, where the few primitive lacks its third stroke."
729,研,"polish",0,2013-11-14 14:29:42,"You have to lift a stone up in the polishing machine, but this one seems heavy. You take a good grip around the stone with both your hands, and gets this one polished as well."
730,戒,"commandment",0,2013-11-14 14:31:29,"A religious interrupt a fiesta (party) and holds of the commandments with both his hands."
731,弄,"tinker with",0,2014-10-06 05:07:33,"Picture the king holding a large pan in his two hands and tinkering with it, wishing he could lead the itinerant life of a tinker. As a rhyme: 
The *king*, he uses his *two hands*,
To tinker with his pots and pans . . ."
732,械,"contraption",0,2013-11-14 14:34:01,"This illustrates the first commandment of contraptions: no trees (or other biological substances) allowed. Imagine contraption as a big machine which looks very artificial with no reference to the nature."
733,鼻,"nose",0,2013-11-14 14:37:26,"I sneezed so hard that through my NOSE I blew out my BRAINS into BOTH HANDS."
734,刑,"punish",0,2013-11-14 14:38:03,"This is someone who is being punished by getting both of his hands chopped off by a saber, at the same time. The chopper is also holding the saber with both hands, putting extra strength into the event."
735,型,"mould",0,2015-12-09 16:00:04,"A famous ninja once pressed his *two hands* and *saber* into the *soil* of his temple, before going onto a mission from which he never came back. Think of some sort of signature that he left behind him. The mould of his two hands and saber has since become a popular attraction in the area.

Imagine the hands meeting the soil and dirt in slow motion…"
736,才,"genius",0,2013-11-14 14:46:24,"A TEN year old had a STROKE of GENIUS and wrote this joke: 何歳ですか？　　　。。。天才です！"
737,財,"property",0,2013-11-14 14:49:18,"The keyword refers to property in the sense of money or funds rather than of buildings or real estate. Keep this one distinct from frame 193 (“wealth”) and frame 473 (“assets”).

Here we have a genie, gulping down oysters. Someone tries to grab an oyster and the genie puts his big arms around his oysters and states his “right of ownership” : “They're mines, my property!”."
738,材,"lumber",0,2013-11-14 14:51:33,"A TREE GENIUS is a LUMBER jack. Duh."
739,存,"suppose",0,2024-01-18 11:34:22,"A *genie in a bottle* is supposed to grant you three wishes (one for each stroke of the *genie* primitive). Every *child* knows (ご存じ) that."
740,在,"exist",0,2013-11-14 14:55:46,"Genie in the bottle does exist but you need to dig deep into the soil to find one"
741,乃,"from",0,2013-11-14 14:59:39,"Pictograph, see book.

This kanji, as a chinese character, is in fact the origin for the hiragana possessive particle “no”. Try drawing this kanji fast, in a single stroke and you will end up with の
."
742,携,"portable",0,2013-11-14 15:01:51,"Because they have no *fingers*, *turkeys* must use their *fists* when dialing on a portable phone."
743,及,"reach out",0,2013-11-25 04:22:02,"Reach out and fist someone (Do you see the person primitive?)"
744,吸,"suck",0,2013-11-14 15:08:26,"It's a terrible image, but I see a baby *reaching out* to her mother's breasts, wanting to suckle some milk with her *mouth*.  Meanwhile, her mother is sucking back on a cig with total disregard to her child's health.  / Thanks Proxx: This is also the kanji for すう (吸う), used for ""to smoke [a cigarette]""."
745,扱,"handle",0,2013-11-14 15:10:53,"Before buying a bike, check if your fingers could reach out to the handlebar!"
746,丈,"length",0,2013-11-14 15:18:43,"ONE ARM LENGTH"
747,史,"history",0,2013-11-14 15:22:40,"History students usually going to school with a history book tucked under their arm. But now instead of a book, you have a small talking mouth that tell you about history. ""When I was young, I used to walk 5 miles everyday....."""
748,吏,"officer",0,2013-11-14 15:24:00,"*One* officer can change the course of *history*."
749,更,"grow late",0,2013-11-14 15:30:18,"It's starting to GROW LATE, so God will take the SUN, and TUCK IT UNDER HIS ARM, and walk away.  In the morning, he'll bring it back, so don't worry."
750,硬,"stiff",0,2013-11-14 15:31:34,"*Stones* are so stiff that even if you spent all day straining trying to change their shape, it would *grow late* far before you ever accomplished your task."
751,梗,"spiny(for the most part)",0,2016-04-11 06:20:30,"I learned this one from the movie Evil Dead, but when it *grows late*, *trees* change shape and become spiny creatures!  Lesson: don't go out at night.

doot doot"
752,又,"or again",0,2013-11-22 15:01:24,"The crotch is the area of vital ""#or again#s"".  (Organs, that is.)"
753,双,"pair",0,2013-11-14 15:44:21,"everyone has a pair of crotches i.e. arm pit crotches"
754,桑,"mulberry",0,2013-11-14 15:45:08,"Children going around the mulberry *tree* singing ""This is the way we wash our *crotch*, wash our *crotch*, wash our *crotch*..."""
755,隻,"vessels",0,2013-11-14 15:48:31,"This turkey-pirate is sitting astride the prow of a vessel, counting other vessels in the area."
756,護,"safeguard",0,2013-11-22 15:15:27,"(With sarcasm)  A Bush speech telling how all the US *vessels* are always welcomed, covered with *flowers* and *word*s of gratitude for safeguarding democracy from the evil doers."
757,獲,"seize",0,2013-11-22 15:31:25,"A pack of genetically-modified *wild dogs* is seized by a group of Greenpeace activists and taken onboard the Greenpeace vessel (the* flower vessel*, see {700})."
758,奴,"guy",0,2013-11-22 15:35:29,"This is a guy only thinking about a woman’s crotch…"
759,怒,"angry",0,2013-11-22 15:34:59,"This *woman* is angry because of the guys in the previous frame who pay more attention to her *crotch* than her *heart*. I prefer to decompose the kanji in three  elements here because it is easier to read like a mnemonic."
760,友,"friend",0,2013-11-22 15:37:13,"A good friend is always at your side. ----
I teach at a Japanese High School, and I often see chummy male students grabbing each other's crotches in a joking manner. It's still weird to me, but apparently reaching to your side and grabbing you neighbor's crotch is a great way to express friendship."
761,抜,"slip out",0,2013-11-22 15:39:32,"Imagine a cliché Hollywood situation: one person is lying on the edge of the abyss and another (presumably his *friend*) is hanging, only thing holding him is the grip of their hands. Then *fingers* #slip out# of the grip and he falls in said abyss."
762,投,"throw",0,2013-11-22 15:42:55,"Well, you usually use your *fingers* to throw objects used as *missile* weapons.  Easy.  By the way, for those of you looking for a less anachronistic image for the *missile* primitive as a modern rocket, try a slingshot.  it's a *crotch* (originally a tree branch) that sends missile projectiles flying into/like the *wind*.  And for this present kanji, it is something you naturally use with your fingers..."
763,没,"drown",0,2013-11-22 15:43:13,"Someone is drown by a water-missile(or a slingshot) – a new biological weapon, making a few drops of water become a gigantic missile just before the target is hit."
764,股,"thigh",0,2017-11-10 05:53:06,"To smuggle arms across the border, I have heard of amputees who replace the *flesh* of their thigh with a *missle*!  If you paint it right... T H I C C"
765,設,"establishment",0,2013-12-18 16:16:12,"Establishment can be attacked by words or by missiles. Writers will use words, whereas militars will use missiles."
766,撃,"beat",0,2013-11-22 15:45:46,"They always beat you in car racing and missile shooting games, but you beat them in the hand games (paper, scissor, stone)."
767,殻,"husk",0,2013-11-22 15:48:03,"Samurai's husk/shell/armour is superflous to slingshot attacks 甲殻　卵殻　貝殻"
768,支,"branch",0,2013-11-22 16:05:44,"Picture sliding down the branch of a tree (in this case a pine tree or any tree with *needles*) and getting a bunch of *needles* stuck in your *crotch*--ouch!!"
769,技,"skill",0,2017-11-16 16:22:45,"It needs a certain skill to make fingers out of branches, like the ones Geppetto made for Pinocchio."
770,枝,"bough",0,2013-11-22 16:08:33,"The *tree's* primary *branch* is known as the bough."
771,肢,"limb",0,2013-11-22 16:09:54,"The limbs that this kanji represents are *parts of the body* that are connected to the trunk, like the main *branches* to a tree (“arms and legs” is the second meaning of this kanji). In other words, limbs are ""*flesh branches*""."
772,茎,"stalk",0,2013-11-23 10:12:25,"A *flower*'s stalk can be seen as connecting the *flower* to the *soil*, *or again* the *soil* to the *flower*. It depends on how you look at it."
773,怪,"suspicious",0,2013-11-23 10:15:17,"When you're suspicious, your state of mind twists round and round like a spool of thread."
774,軽,"lightly",0,2013-11-23 14:49:32,"Fact: this kanji is used to denote a certain class of vehicles  in Japan whose engines are under a certain size (less than 750cc I think) and are called #light# vehicles here. Imagine a so-called #light# vehicle or a #light#-truck with a load of *spools* driving down a road ever so lightly, careful not to let any of the *spools* roll out onto the street."
775,叔,"uncle",0,2013-11-23 14:54:22,"Imagine one of those cliches of comedy: an #uncle# is *above* the *little* *crotch* of the new born nephew, when the baby pees in his face!"
776,督,"coach",0,2013-11-23 14:56:16,"A good coach is like an *uncle* who keeps an *eye* out for you."
777,寂,"loneliness",0,2013-11-23 14:56:55,"The unmarried *uncle*'s *house* is the picture of lonlieness"
778,淑,"graceful",0,2013-11-23 15:01:12,"*Uncle* (the one who is lonely and coaches kids in his spare time) is actually a graceful guy once he hits the *water*, as he used to be part of the swimming team in his youth."
779,反,"anti-",0,2013-11-23 15:08:52,"Despite their stunning similarity, this is not a {704}, but the opposite: An #anti-friend#! Instead of always being at your side he throws you off a *cliff*."
780,坂,"slope",0,2013-11-23 15:12:18,"A slope is *anti*-flat *soil*."
781,板,"plank",0,2013-11-23 15:12:52,"Of course, *trees* are *anti-*plank. Wouldn't you be if you were a *tree*?"
782,返,"return",0,2013-11-23 15:14:39,"I am not sure why, but I bought a road.  Why did I do that?  I hate roads.  I'm anti road!  I'd rather fly.  I'd better see if I can return it."
783,販,"marketing",0,2013-11-23 15:15:18,"The goal of marketing is to get people who are naturally anti-buying to spend their shells (money)."
784,爪,"claw",0,2013-11-23 15:17:32,"A pictograph of Wolverine's adamantium claws"
785,妥,"gentle",0,2013-11-23 15:18:45,"Edward Scissorhands was very gentle, and adored by *women* in spite of his *claws*."
786,乳,"milk",0,2013-11-23 15:23:33,"A *fledgling* is being nursed at a zoo, it is fed milk through a small tube that is bent in the shape of a *hook* (so that it fits inside its beak). The *fledgling* soon becomes addicted to milk, giving us this very catchy mnemonic: “*fledgling hooked* on milk”."
787,浮,"floating",0,2013-11-23 15:24:05,"Floating rubber ducky!!!"
788,淫,"lewd",0,2014-10-07 04:04:05,"The *vulture* is on top of the *porter* and appears to be commiting a lewd act, so I throw *water* over the pair of them."
789,将,"leader",0,2013-11-23 15:27:24,"A great leader must have three things:
The robustness of a turtles shell.
The shrewdness of a vulture.
People that will stick to him like glue and follow him anywhere."
790,奨,"exhort",0,2013-11-23 15:31:51,"it's easy to picture a LEADER that uses a BIG dog to EXHORT his people to do more."
791,采,"grab (dice)",0,2014-10-07 04:05:51,"You ever wondered why this appeared as a primitive in so many RTK1 kanji?  Well, you should know that once a vulture grabs hold of a *tree*, he can never let go.  Even Heisig couldn't shake him loose."
792,採,"pick",0,2013-11-23 15:36:17,"Attempting to use your FINGERS to PICK the fruit off the TREE can be hazardous if there's a VULTURE waiting to PICK your FINGERS off you!"
793,菜,"vegetable",0,2013-11-24 16:25:05,"Examples of VEGETABLES are: 'FLOWERS', 'CLAWliflowers' and 'TREES'"
794,受,"accept",0,2016-11-30 15:37:25,"You have to accept that your hippie girlfriend has a CROTCH that looks like a BIRDHOUSE"
795,授,"impart",0,2013-11-24 16:29:46,"This character depicts a student and teacher. The teacher imparts his knowledge on the student, pointing the way and guiding with the finger. Meanwhile, the student sits there passively accepting the tutelage of his superior."
796,愛,"love",0,2013-11-24 16:32:06,"If you really love someone, you won't keep them in a cage-like *bird house* relationship, but rather open the door and let their *heart* *walk* around freely. Think less about ""I"" (あい) and more about ""we""."
797,曖,"unclear",0,2014-10-07 04:01:46,"曖昧。

On a *sunny* day, a guy professes his *love* to a girl he admires.  But she gives him the common equivocal response, ""Let's just be friends."""
798,払,"pay",0,2013-11-24 16:35:09,"You are walking out of the restaurant when the waiter uses his FINGERS to grab you at the ELBOW and says, ""excuse me sir, didn't you forget to PAY?"""
799,広,"wide",0,2013-11-24 16:38:07,"The CAVE wasn't very wide. Both my ELBOWS touched the sides."
800,勾,"hooked",0,2014-10-08 10:33:48,"your *elbow* is *bound up* so that your biceps will stay flexed"
801,拡,"broaden",0,2013-11-24 16:41:57,"Spread your *fingers* *wide* to broaden your hand."
802,鉱,"mineral",0,2013-11-24 16:45:21,"*Elbonium*: a new mineral found in *wide caves* shaped like elbows and made of metal."
803,弁,"valve",0,2013-11-24 16:46:18,"Opening a stuck valve requires 2 hands and a lot of elbow grease."
804,雄,"male",0,2015-12-20 11:36:00,"Men walk with their *elbows* out from their *sides* in a weird *turkey* trot when they try to appear very MASCULINE. Think of a 70's pimp walk."
805,台,"pedestal",0,2013-11-24 16:53:03,"When someone's *elbow* is above your *mouth* he/she is probably standing on a pedestal."
806,怠,"neglect",0,2013-11-24 16:56:00,"While standing on the *pedestal* at the award ceremony, the recipient *heart*lessly neglected to mention the people that got him there."
807,治,"reign",0,2013-11-24 16:57:03,"From his *water* *pedestal* Neptune reigns over his Sea Empire"
808,冶,"metallurgy",0,2014-10-08 10:33:02,"An ICE PEDESTAL is useless in METALLURGY since it will just melt."
809,始,"commence",0,2013-11-25 04:24:36,"Many men, before they commence their relationship with the *woman* of their desires, place her on something of a *pedestal*, which often leads to disappointment later on."
810,胎,"womb",0,2013-11-25 04:25:37,"Imagine the #womb# as a *part of the body* which contains a little {744} for the baby to stand on. Picture the baby, like a little statue of a cherub, standing on its pedestal in the fleshy womb."
811,窓,"window",0,2013-11-25 04:27:14,"This is either a love scene or a murder scene that you are seeing through a window.

The love scene: through the window of a house (from a distance), you see a pair of human legs, then elbows, and then some pink hearts floating up like in a cartoon.

The murder scene: peering through the window of a house, you see a gruesome murder scene. Human legs  dangling from a ceiling fan, an elbow sticking out of a wall, and a heart still beating on the carpet."
812,去,"gone",0,2013-11-25 04:29:12,"If you want the soil stains gone from your clothes, then you'll need to put some elbow grease into cleaning them."
813,法,"method",0,2016-01-28 15:56:09,"Following from the last frame; when rubbing isn't good enough, WATER is the best METHOD for making sure the SOIL on your ELBOW is GONE."
814,会,"meeting",0,2013-11-25 04:35:11,"The only thing created in most meetings is a lot of hot air.  Imagine a *cloud of it rising* to the *roof*."
